clause_id,source_doc,domain,raw_text,word_count,pattern_label,clean_text,token_count
C02684,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"Upon confirmation of defective condition by ESTABLISHMENT and issuance of a return material authorization (""RMA"") number, APOLLO shall be entitled to the immediate return and replacement, free of charge, of any Product supplied by ESTABLISHMENT in breach of any warranty under this Agreement",43,spacy_sentence,confirmation defective condition establishment issuance return material authorization rma number apollo shall entitle immediate return replacement free charge product supply establishment breach warranty agreement,24
C02685,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"APOLLO shall be responsible for any printed packaging components, purchased raw materials, work in progress or finished Product which becomes obsolete as a result of a specification or drawing change so long as the purchased raw materials did not exceed three months of APOLLO's forecast requirements and, upon Apollo's request, such raw materials, work in progress and finished Product are transferred to APOLLO",63,spacy_sentence,apollo shall responsible print packaging component purchase raw material work progress finished product obsolete result specification draw change long purchase raw material not exceed month apollo forecast requirement apollo request raw material work progress finished product transfer apollo,38
C02686,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"6.1Product Warranty. ESTABLISHMENT warrants that all Product supplied under this Agreement shall, when it leaves ESTABLISHMENT's possession and control, conform with the Specifications and shall be free from defects in materials and workmanship",33,paragraph,1product warranty establishment warrant product supply agreement shall leave establishment possession control conform specification shall free defect material workmanship,19
C02687,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,ESTABLISHMENT further warrants that the Product shall be manufactured in accordance with applicable ISO 13485:2012 standards and with all applicable laws and regulations,23,paragraph,establishment warrant product shall manufacture accordance applicable iso 13485 2012 standard applicable law regulation,14
C02688,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"ESTABLISHMENT represents, warrants and covenants that no person or entity that will be involved in the performance of ESTABLISHMENT's obligations under this Agreement is under investigation by the FDA or other Regulatory Authority for debarment or is presently debarred by the FDA or other Regulatory Authority",46,spacy_sentence,establishment represent warrant covenant no person entity will involve performance establishment obligation agreement investigation fda regulatory authority debarment presently debar fda regulatory authority,23
C02689,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"In addition, ESTABLISHMENT represents and warrants that it has not engaged in any conduct or activity that could lead to any such debarment actions",24,spacy_sentence,addition establishment represent warrant not engage conduct activity lead debarment action,11
C02690,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"If during the Term, ESTABLISHMENT or any person or entity that will be involved in the performance of ESTABLISHMENT's obligations under this Agreement (i) comes under investigation by the FDA for a debarment action, (ii) is debarred, or (iii) engages in any conduct or activity that could lead to debarment, ESTABLISHMENT shall notify APOLLO immediately after gaining knowledge of the situation",61,spacy_sentence,term establishment person entity will involve performance establishment obligation agreement come investigation fda debarment action ii debar iii engage conduct activity lead debarment establishment shall notify apollo immediately gain knowledge situation,31
C02691,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"ESTABLISHMENT represents, warrants and covenants to APOLLO that ESTABLISHMENT will not, in the course of performing obligations hereunder, infringe or misappropriate any intellectual property of any other person",28,spacy_sentence,establishment represent warrant covenant apollo establishment will not course perform obligation hereunder infringe misappropriate intellectual property person,17
C02692,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"APOLLO represents, warrants and covenants to ESTABLISHMENT that by complying with its obligations under this agreement APOLLO will not knowingly direct ESTABLISHMENT to incur any violation, infraction or misappropriation of any intellectual property of any other party",37,spacy_sentence,apollo represent warrant covenant establishment comply obligation agreement apollo will not knowingly direct establishment incur violation infraction misappropriation intellectual property party,21
C02693,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"6.4Training. ESTABLISHMENT represents, warrants and covenants to APOLLO that all of its employees and personnel that will be performing any work in connection with this Agreement will have the appropriate training and skill necessary to perform their job functions",39,paragraph,4training establishment represent warrant covenant apollo employee personnel will perform work connection agreement will appropriate training skill necessary perform job function,21
C02694,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"6.5No Conflicts. ESTABLISHMENT represents, warrants and covenants that it shall not enter into any agreement or arrangement with any other entity that would prevent or in any way negatively interfere with ESTABLISHMENT's ability to perform it obligations hereunder",38,paragraph,5no conflict establishment represent warrant covenant shall not enter agreement arrangement entity prevent way negatively interfere establishment ability perform obligation hereunder,21
C02695,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"ESTABLISHMENT agrees that its work under this Agreement will be conducted in compliance with all applicable laws, rules and regulations, and with the standard of care customary in the industry",30,spacy_sentence,establishment agree work agreement will conduct compliance applicable law rule regulation standard care customary industry,15
C02696,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"If requested by APOLLO, ESTABLISHMENT shall provide APOLLO with a certificate evidencing its accreditation by the appropriate accrediting body",19,spacy_sentence,request apollo establishment shall provide apollo certificate evidence accreditation appropriate accrediting body,12
C02697,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,Such accreditation shall remain in force during the term of this Agreement,12,spacy_sentence,accreditation shall remain force term agreement,6
C02698,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"ESTABLISHMENT agrees that all Product shipments to APOLLO shall be in accordance with APOLLO's instructions governing the shipment, labeling, and packaging of the Product",24,spacy_sentence,establishment agree product shipment apollo shall accordance apollo instruction govern shipment labeling packaging product,14
